ID,Requisito,Processo,Subprocesso,Módulo,Submodulo,ID BPD,Nome BPD,Descrição,App ID,Atende,OBS,Acelerador,FIT/GAP/DELTA,Workshop,Workshop (bagunçado),SCOPE_ITEM,ID_GAP,GAP Descrição
666,1094,Financeiro,Contas a Receber,FI,FSCM-COL,FI - BPD010 - Gestão de Cobrança e disputa (FSCM-COL_DP),BPD010 - Finanças - Gestão de Cobrança e disputa (FSCM-COL_DP),Gerenciar e monitorar inadimplências dos titulos a receber.,,,,,,,,,,
667,1096,Financeiro,Contas a Receber,FI,AR,FI - BPD007 - Gestão de contas a receber (AR),BPD007 - Finanças - Gestão de contas a receber (AR),Permitir alteração na forma de recebimento com o devido registro do histórico de alterações.,,,Modificação de documentos contábeis,,FIT,,,J59,,
668,1097,Financeiro,Contas a Receber,FI,AP/AR,FI - BPD007 - Gestão de contas a receber (AR),BPD007 - Finanças - Gestão de contas a receber (AR),"Permitir abatimentos na carteira de titulos a pagar (permuta, encontro de contas).",,,Compensar entradas de pagamento,,FIT,,,J59,,
669,1098,Financeiro,Contas a Receber,FI,AR,FI - BPD007 - Gestão de contas a receber (AR),BPD007 - Finanças - Gestão de contas a receber (AR),"Permitir perfis de aprovação para alteração dos valores de acréscimos/descontos e datas de vencimento dos
titulos.",,,Workflow de modificação de documento contábil,,GAP,,,,,
42,1099,"Cadastro, Crédito e Cobrança",Contas a Receber,FI,AR,FI - BPD007 - Gestão de contas a receber (AR),BPD007 - Finanças - Gestão de contas a receber (AR),"Manter histórico e rastreabilidade das negociações e renegociações dos titulos com os clientes. Deve conter a negociação envolvendo os titulos que geraram a negociação (tipo, data, vencimento, valor)",F0711,,Administrar itens de cliente,,FIT,,,J59,,
670,1102,Financeiro,Contas a Receber,FI,AR,FI - BPD007 - Gestão de contas a receber (AR),BPD007 - Finanças - Gestão de contas a receber (AR),Permitir a baixa (total e parcial) de titulos a receber de forma manual e automatizada.,,,Compensar entradas de pagamento,,FIT,,,J59,,
671,1103,Financeiro,Contas a Receber,FI,BL,FI - BPD006 - Gestão de Bancos (BL),BPD006 - Finanças - Gestão de Bancos (BL),Permitir a conciliação automática dos titulos a receber com os recebimentos efetuados.,,,Conciliação das transitórias,,FIT,,,BFB,,
38,1104,"Cadastro, Crédito e Cobrança",Contas a Receber,FI,FSCM-COL,FI - BPD010 - Gestão de Cobrança e disputa (FSCM-COL_DP),BPD010 - Finanças - Gestão de Cobrança e disputa (FSCM-COL_DP),"Controlar o histórico da duplicata a receber desde as anotações de previsão de recebimento, a efetivação ou não  desta  previsão,  etc…  ou  seja  todas  as  movimentações  e  anotações  no  titulo  e  no  cliente  devem  ficar registradas  para  facilitar  a  gestão  do  setor  de  crédito.  Permitir  a  visualização  destas  informações  de  forma consolidada.",,,Detalhar,,,,,,,
672,1105,Financeiro,Contas a Receber,FI,FSCM-COL,FI - BPD010 - Gestão de Cobrança e disputa (FSCM-COL_DP),BPD010 - Finanças - Gestão de Cobrança e disputa (FSCM-COL_DP),"Permitir  simulações  de  resultados  da  carteira  a  receber.  Finalidade  de  compor  o  fluxo  de  caixa  para programação  de  compra.  Considerar  automaticamente  feriados  federais,  estaduais  e  municipais  e  também feriados  bancários.  Possibilidade  de  manualmente  desconsiderar  no  fluxo  previsto  determinados  clientes  e
grupo conforme rating dos mesmos de forma tornar a previsão de receita mais assertiva.",,,,,,,,,,
673,1106,Financeiro,Contas a Receber,FI,AR,FI - BPD007 - Gestão de contas a receber (AR),BPD007 - Finanças - Gestão de contas a receber (AR),"Permitir  a  geração  de  boletos  vinculados  a  qualquer  tipo  de  recebimento  (notas  de  débito,  pedidos,
recuperações de despesas, etc).",,,Documentos que não sejam referentes a vendas serão emitidos através de partidas memo,,GAP,,,J59,,
39,1112,"Cadastro, Crédito e Cobrança",Contas a Receber,FI,FSCM-CR,FI - BPD011 - Gestão de Crédito (FSCM-CR),BPD011 - Finanças - Gestão de Crédito (FSCM-CR),"Permitir  bloqueio  e  desbloqueio  automático  do  Cliente  e/  ou  limite  de  crédito  mediante  determinadas situações:   inadimplência   (individual   ou   grupo,   restrições   cadastrais   (documentos,   inscrição   estadual, autorizações , etc)",,Parcial,,,FIT,,,BD6,,
674,1115,Financeiro,Contas a Receber,FI,AP/AR/FSCM-CLM,FI - BPD006 - Gestão de Bancos (BL),BPD006 - Finanças - Gestão de Bancos (BL),"Permitir cadastro e parametrização de feriados (federais, municipais, estaduais e bancários) tratando a data
de vencimento no fluxo de caixa conforme dias úteis e também juros de atraso.",,,Criação de calendário,,FIT,,,,,
675,1116,Financeiro,Contas a Receber,FI,AR,FI - BPD007 - Gestão de contas a receber (AR),BPD007 - Finanças - Gestão de contas a receber (AR),"Permitir estorno de recebimentos sem perder os vínculos com os demais processos, garantindo a integridade
e confiabilidade dos dados.",,,Estorno de pagamento,,FIT,,,J59,,
676,1119,Financeiro,Contas a Receber,FI,FSCM-COL,FI - BPD010 - Gestão de Cobrança e disputa (FSCM-COL_DP),BPD010 - Finanças - Gestão de Cobrança e disputa (FSCM-COL_DP),"Permitir a gestão de titulos de cobrança (inconsistências, conciliações entre o sistema e bancos, entre outros).",,,,,,,,,,
677,1124,Financeiro,Contas a Receber,FI,AR,FI - BPD007 - Gestão de contas a receber (AR),BPD007 - Finanças - Gestão de contas a receber (AR),"Permitir a transferência de créditos somente entre clientes do mesmo grupo econômico, ou a baixa de titulos
de clientes do mesmo grupo utilizando créditos do grupo.",,,Será utilizado campo SEDE e para vendas função pagador,,FIT,,,J59,,
678,1125,Financeiro,Contas a Receber,FI ,AR,FI  - BPD007 - Gestão de contas a receber (AR),BPD007 - Finanças - Gestão de contas a receber (AR),"Possibilitar a gestão de financiamentos para clientes em espécie ou produto. Considerar diferenças tributárias dos dois modelos, onde no mútuo em produto não se aplica IOF. O mútuo em produto seria uma espécie de venda parcelada, mas atrelada a um contrato e não apenas um parcelamento. Efetuada somente com aval do jurídico e normalmente atrelada a alguma garantia e a alterações de prazo nos contratos de compra e venda
com postos bandeirados.",,,Condição de recebimento ,,FIT,,,J59,,
679,1126,Financeiro,Contas a Receber,FI,FSCM-TRM,FI - BPD009 - Gestão de Contratos Financeiros (TRM),BPD009 - Finanças - Gestão de Contratos Financeiros (TRM),"Ferramenta para simulação de financiamentos (carência, taxas, modelos price, entradas, balões, etc).",,,Detalhar,,,,,N/A,,
680,1127,Financeiro,Contas a Receber,SD,FI-AR/BRF+/SD,SD - BPD014 - Processo de Devolução e Retornos,BPD014 - Comercial - Processo de Devolução e Retornos,"Possibilitar a gestão de bonificação para clientes baseada em métricas definidas em contrato. Serão efetuados pagamentos ou créditos para os clientes que atingirem uma determinada litragem mensal(retirada de produto
junto a Potencial) determinada pela companhia.",,Parcial,"GAP previsto - Criar cockpit para validação de bonificação e metricas (Avaliar com Anderlei)
Avaliar scope item 1B6",,GAP,,"172 - Devoluções, retornos, e recusas de cliente (NF própria / NF Cliente)",1b6,,
681,1129,Financeiro,Contas a Receber,FI,FSCM-TRM/RE,FI - BPD009 - Gestão de Contratos Financeiros (TRM),BPD009 - Finanças - Gestão de Contratos Financeiros (TRM),"Permitir o controle e gestão de financiamentos, aluguéis, manutenções de bomba, recuperação de despesas, notas de débito, confissão de dívida, acordo judicial, empréstimos fundo perdido, bonificação, renegociação de titulos e refinanciamento de forma a conseguirmos visualizar a negociação como um todo e não apenas a parcela.",,,Detalhar,,,,,N/A,,
682,1130,Financeiro,"Empréstimos, Investimentos e Aplicações",FI,FSCM-TRM,FI - BPD009 - Gestão de Contratos Financeiros (TRM),BPD009 - Finanças - Gestão de Contratos Financeiros (TRM),"Controlar empréstimos por tipo de produto, por instituição bancária, vigência de contrato, data base. (Finame, Finep, etc), visão geral do contrato e não apenas das parcelas.",,Atende,,,FIT,,,N/A,,
683,1131,Financeiro,"Empréstimos, Investimentos e Aplicações",FI ,FSCM-TRM,FI  - BPD009 - Gestão de Contratos Financeiros (TRM),BPD009 - Finanças - Gestão de Contratos Financeiros (TRM),"Controlar aplicações por tipo, instituição, retenções/tributação, pré fixada e pós fixada, indexadores. Permitir
o cadastro e gerenciamento das aplicações, se possível com cálculo automático da rentabilidade e impostos incidentes (simulações e realizado).",,Atende,,,FIT,,,N/A,,
684,1138,Financeiro,"Empréstimos, Investimentos e Aplicações",FI ,FSCM-TRM,FI  - BPD009 - Gestão de Contratos Financeiros (TRM),BPD009 - Finanças - Gestão de Contratos Financeiros (TRM),Permitir o controle dos limites de crédito bancários (concedidos versus tomado).,,Atende,,,FIT,,,N/A,,
685,1140,Financeiro,"Empréstimos, Investimentos e Aplicações",FI,FSCM-TRM,FI - BPD009 - Gestão de Contratos Financeiros (TRM),BPD009 - Finanças - Gestão de Contratos Financeiros (TRM),"Possibilidade de visualização e gestão dos empréstimos por tipo, instituição, modalidade.",,Atende,,,FIT,,,N/A,,
43,1142,"Cadastro, Crédito e Cobrança","Empréstimos, Investimentos e Aplicações",FI,FSCM-TRM,FI - BPD009 - Gestão de Contratos Financeiros (TRM),BPD009 - Finanças - Gestão de Contratos Financeiros (TRM),"Permitir  gerenciar  e  monitorar  os  tipos  de  garantia,  por  exemplo  fianças  e  seguros  garantia  (valor,  vcto, instituição, motivo/vinculo).",,,Detalhar,,,,,N/A,,
686,1145,Financeiro,"Empréstimos, Investimentos e Aplicações",FI,FSCM-TRM,FI - BPD009 - Gestão de Contratos Financeiros (TRM),BPD009 - Finanças - Gestão de Contratos Financeiros (TRM),"Permitir parametrização de impostos (IOF, IR) para aplicações financeiras e empréstimos.",,Atende,,,FIT,,,N/A,,
687,1147,Financeiro,"Empréstimos, Investimentos e Aplicações",FI ,FSCM-TRM,FI  - BPD009 - Gestão de Contratos Financeiros (TRM),BPD009 - Finanças - Gestão de Contratos Financeiros (TRM),Permitir cenários/simulações de empréstimos.,,,Detalhar,,,,,N/A,,
688,1148,Financeiro,"Empréstimos, Investimentos e Aplicações",FI ,FSCM-TRM,FI  - BPD009 - Gestão de Contratos Financeiros (TRM),BPD009 - Finanças - Gestão de Contratos Financeiros (TRM),Permitir a atualização de posição financeira (dívida) considerando a variação cambial (dólar – se aplicável).,,Atende,Detalhar,,FIT,,"ID 31, 32 FI-TRM (m5)",N/A,,
689,1149,Financeiro,"Empréstimos, Investimentos e Aplicações",FI,FSCM-TRM,FI - BPD009 - Gestão de Contratos Financeiros (TRM),BPD009 - Finanças - Gestão de Contratos Financeiros (TRM),"Possuir  cálculo  do  valor  presente  dos  contratos  para  viabilizar  negociações  de  quitação  ou  execução, considerando as condições estabelecidas nos contratos. Tanto do polo ativo como passivo.",,,Detalhar,,,,,N/A,,
690,1151,Financeiro,Execução das Atividades,PS,IM,PS - BPD004 - Gestão de Projetos e Investimentos (PS),BPD004 - Finanças - Gestão de Projetos e Investimentos (PS),Permitir  visualização  do  retorno  real  sobre  os  investimentos.  Ex:  rentabilidade  prevista  na  PI  (proposta  de investimento) x rentabilidade real.,,Não Atende,GAP Previsto - Criar um cockpit para validação de investimentos x rentabilidades. (Avaliar com Anderlei),,GAP,,,,,
691,1152,Financeiro,Execução das Atividades,PS,,PS - BPD004 - Gestão de Projetos e Investimentos (PS),BPD004 - Finanças - Gestão de Projetos e Investimentos (PS),"Permitir  o  cálculo  de  viabilidade  do  projeto  de  investimento.  Calculo  de  potencial  volumétrico  de  um determinado ponto comercial, bem viabilidade econômica do mesmo considerando o volume de venda (PI).",,,Detalhar,,,,,,,
32,1153,"Cadastro, Crédito e Cobrança",Relatórios,FI,"FI-AR, C4C",FI - BPD007 - Gestão de contas a receber (AR),BPD007 - Finanças - Gestão de contas a receber (AR),"Relatório  contendo  todos  titulos  em  aberto  do  cliente  classificados  pelo  tipo  (Duplicata,  Cheque,  Aluguel, Nota  de  Débito,  etc.  O  relatório  deve  calcular  os  juros  caso  algum  titulo  esteja  em  atraso  e  levar  em consideração  a  taxa  constante  no  cliente  (quando  não  padrão).  Deve  também  conter  o  limite  de  crédito, endividamento,  dividindo  em  titulos  vencidos  (com  quantidade  de  dias  em  atraso)  e  vincendos,  cheques devolvidos,  cheques  a  compensar,  pedidos  não  faturados,  limite  disponível,  perdas  recuperáveis  e  não recuperáveis, taxa de juros de mora e valor dos mesmo, descontos, quantidade de titulos em atraso e créditos
disponíveis.",F0711,,Administrar itens de cliente,,FIT,,,J59,,
33,1154,"Cadastro, Crédito e Cobrança",Relatórios,MM,C4C,"MM - BPD003 - Processos de compras (incluir contrato, req. compras, pedido, devolução ao fornecedores relatórios)","BPD003 - Compras - Processos de compras (incluir contrato, req. compras, pedido, devolução ao fornecedores relatórios)","Possibilitar a pré-visualização e a emissão do relatório de manutenção da situação dos pedidos. Deve constar os pedidos e seus status, valor, quantidade, cliente, número do pedido, transportadora, data de emissão, data
de carregamento, frete, forma de pagamento, etc.",,Parcial,,,FIT,,"ID 97 - MM (t11) Análise para suprimentos, pedidos, despesas de suprimentos",,,
692,1160,Financeiro,Fluxo de caixa,FI,FSCM-CLM,FI - BPD012 - Gestão de Fluxo de Caixa (FSCM-CLM),BPD012 - Finanças - Gestão de Fluxo de Caixa (FSCM-CLM),"Possuir  ferramenta  de  gestão  de  fluxo  de  caixa,  por  empresa  e  consolidado  do  Grupo.  Fluxo  previsto, projetado  e  realizado.  Possibilidade  de  projeções  alimentadas  por  dados  históricos,  inputs  manuais  e  a combinação deste com fórmulas(se possível atreladas a volume de vendas, diferenciando despesas fixas de variáveis). (Padrão sem projeções - Input manual dos dados)",,,Criar requisito para o SAC,,,,,,,
693,1163,Financeiro,Fluxo de caixa,FI,FSCM-CLM,FI - BPD012 - Gestão de Fluxo de Caixa (FSCM-CLM),BPD012 - Finanças - Gestão de Fluxo de Caixa (FSCM-CLM),Considerar nas projeções de fluxo de caixa o custo financeiro de eventuais encargos por insuficiência de saldo.,,,,,,,,,,
694,1164,Financeiro,Fluxo de caixa,FI,FSCM-CLM,FI - BPD012 - Gestão de Fluxo de Caixa (FSCM-CLM),BPD012 - Finanças - Gestão de Fluxo de Caixa (FSCM-CLM),"Considerar os pedidos e contratos de compra e venda, float bancário, média de atraso, previsões e simulações (consolidado e para cada empresa).",,,Detalhar simulação,,,,,,,
695,1165,Financeiro,"Empréstimos, Investimentos e Aplicações",FI,FSCM-TRM,FI - BPD009 - Gestão de Contratos Financeiros (TRM),BPD009 - Finanças - Gestão de Contratos Financeiros (TRM),"Considerar  cargas  de  aplicações  e  empréstimos  (amortizações,  despesas  financeiras,  captações  de  recursos próprios e de terceiros, disponibilidades) e que seja possibilitado também para cada uma das empresas.",Não existe,Atende,,,,,,N/A,,
696,1166,Financeiro,Fluxo de caixa,FI,FSCM-CLM,FI - BPD012 - Gestão de Fluxo de Caixa (FSCM-CLM),BPD012 - Finanças - Gestão de Fluxo de Caixa (FSCM-CLM),"Considerar Impostos e Amortizações Tributárias, incluindo Prévias, como, por exemplo, de: COFINS e PIS; CSLL e  IRPJ;  CPMF  ou  imposto  similar;  IPI;  ICMS;  ISSQN;  Retenções  legais;  REFIS;  IOF.  (Consolidado  e  para  cada
empresa).",,,Ajustar requisito,,,,,,,
